,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Air temperature [F],Process temperature [F],Power consumption [W],Temperature difference [F],Temperature ratio,Failure
1599,L,0.18742724097788133,0.5824175824175825,0.023715415019762844,0,No Failure,0.2826086956521703,0.2839506172839519,0.10916092056953529,-0.0013419216317815952,0.9952741020793778,0
1600,M,0.21827706635622823,0.548076923076923,0.03162055335968379,0,No Failure,0.27173913043478315,0.2592592592592613,0.11963262290677892,0.01247987117552185,1.0481366459627268,0
1601,L,0.24970896391152508,0.47252747252747257,0.043478260869565216,0,No Failure,0.27173913043478315,0.2592592592592613,0.11799434558456681,0.01247987117552185,1.0481366459627268,0
1602,H,0.2514551804423749,0.40796703296703296,0.05138339920948616,0,No Failure,0.27173913043478315,0.2716049382716026,0.10258542388926559,0.0001341921631805576,1.0004940711462558,0
1603,M,0.26426076833527357,0.38873626373626374,0.07114624505928853,0,No Failure,0.27173913043478315,0.2592592592592613,0.1027277437347286,0.01247987117552185,1.0481366459627268,0
1604,L,0.16530849825378346,0.49450549450549447,0.08300395256916995,0,No Failure,0.27173913043478315,0.2592592592592613,0.08174596067494787,0.01247987117552185,1.0481366459627268,0
1605,L,0.13271245634458673,0.5315934065934066,0.0909090909090909,0,No Failure,0.27173913043478315,0.2592592592592613,0.07054906676559762,0.01247987117552185,1.0481366459627268,0
1606,L,0.19615832363213048,0.4931318681318682,0.09881422924901186,0,No Failure,0.27173913043478315,0.2469135802469138,0.0967319205823281,0.02482555018786936,1.1005434782608707,0
1607,L,0.14202561117578583,0.6112637362637362,0.1067193675889328,0,No Failure,0.27173913043478315,0.2592592592592613,0.08681510573245149,0.01247987117552185,1.0481366459627268,0
1608,L,0.130966239813737,0.46978021978021983,0.11462450592885375,0,No Failure,0.27173913043478315,0.2469135802469138,0.06152534892348635,0.02482555018786936,1.1005434782608707,0
1609,L,0.24039580908032598,0.4271978021978022,0.12252964426877469,0,No Failure,0.2608695652173898,0.2469135802469138,0.10269656129667772,0.01395598497047601,1.0565217391304278,0
1610,L,0.23573923166472643,0.46840659340659335,0.13043478260869565,0,No Failure,0.27173913043478315,0.2592592592592613,0.11042181043636223,0.01247987117552185,1.0481366459627268,0
1611,M,0.3247962747380676,0.3228021978021978,0.13833992094861658,0,No Failure,0.27173913043478315,0.2716049382716026,0.10484495132341469,0.0001341921631805576,1.0004940711462558,0
1612,M,0.2165308498253784,0.49450549450549447,0.15019762845849802,0,No Failure,0.2826086956521703,0.2716049382716026,0.1070756949685937,0.011003757380567691,1.0405138339920905,0
1613,L,0.07450523864959258,0.8118131868131867,0.16205533596837943,0,No Failure,0.2826086956521703,0.2839506172839519,0.060484335222402756,-0.0013419216317815952,0.9952741020793778,0
1614,M,0.3690337601862631,0.30219780219780223,0.16996047430830039,0,No Failure,0.27173913043478315,0.2716049382716026,0.11152119126507952,0.0001341921631805576,1.0004940711462558,0
1615,L,0.16239813736903386,0.6153846153846153,0.1818181818181818,0,No Failure,0.27173913043478315,0.2716049382716026,0.09993731530402082,0.0001341921631805576,1.0004940711462558,0
1616,H,0.2875436554132713,0.3695054945054945,0.18972332015810275,0,No Failure,0.27173913043478315,0.2592592592592613,0.10624896058539833,0.01247987117552185,1.0481366459627268,0
1617,L,0.2299185098952271,0.4189560439560439,0.20948616600790512,0,No Failure,0.27173913043478315,0.2592592592592613,0.09632574933797289,0.01247987117552185,1.0481366459627268,0
1618,L,0.06868451688009314,0.7651098901098901,0.21739130434782608,0,No Failure,0.2826086956521703,0.2592592592592613,0.05255120316237895,0.023349436392908984,1.0900621118012197,0
1619,L,0.24563445867287548,0.42307692307692313,0.225296442687747,0,No Failure,0.2826086956521703,0.2469135802469138,0.1039222709769858,0.035695115405256495,1.1445652173912886,0
1620,L,0.18859138533178121,0.548076923076923,0.23320158102766797,0,No Failure,0.2826086956521703,0.2469135802469138,0.103362586191457,0.035695115405256495,1.1445652173912886,0
1621,L,0.39348079161816074,0.24862637362637363,0.24110671936758893,0,No Failure,0.2608695652173898,0.2345679012345716,0.09782970231165809,0.02630166398281819,1.1121281464530652,0
1622,H,0.21536670547147851,0.4739010989010988,0.24901185770750986,0,No Failure,0.2608695652173898,0.2345679012345716,0.10206251838964296,0.02630166398281819,1.1121281464530652,0
1623,L,0.4383003492433063,0.2623626373626374,0.26877470355731226,0,No Failure,0.2608695652173898,0.2345679012345716,0.11499363558443888,0.02630166398281819,1.1121281464530652,0
1624,M,0.08265424912689179,0.743131868131868,0.27667984189723316,0,No Failure,0.27173913043478315,0.2592592592592613,0.06142300656270392,0.01247987117552185,1.0481366459627268,0
1625,L,0.11466821885913858,0.5920329670329669,0.2885375494071146,0,No Failure,0.2826086956521703,0.2592592592592613,0.06788736583556143,0.023349436392908984,1.0900621118012197,0
1626,M,0.07857974388824218,0.7623626373626373,0.2964426877470355,0,No Failure,0.2826086956521703,0.2592592592592613,0.05990626079392089,0.023349436392908984,1.0900621118012197,0
1627,L,0.19266589057043082,0.4629120879120879,0.308300395256917,0,No Failure,0.2826086956521703,0.2592592592592613,0.08918736967339998,0.023349436392908984,1.0900621118012197,0
1628,L,0.16472642607683352,0.47252747252747257,0.3162055335968379,0,No Failure,0.2826086956521703,0.2592592592592613,0.0778377617725697,0.023349436392908984,1.0900621118012197,0
1629,M,0.09778812572759032,0.695054945054945,0.32411067193675885,0,No Failure,0.2826086956521703,0.2716049382716026,0.06796812035461634,0.011003757380567691,1.0405138339920905,0
1630,L,0.14202561117578583,0.559065934065934,0.3359683794466403,0,No Failure,0.2826086956521703,0.2716049382716026,0.07940168097327585,0.011003757380567691,1.0405138339920905,0
1631,L,0.15424912689173464,0.48626373626373637,0.3438735177865612,0,No Failure,0.2934782608695654,0.2839506172839519,0.07500575675779406,0.009527643585613532,1.033553875236291,0
1632,L,0.15017462165308504,0.5467032967032966,0.3517786561264822,0,No Failure,0.2826086956521703,0.2716049382716026,0.08210096073891186,0.011003757380567691,1.0405138339920905,0
1633,L,0.17927823050058211,0.5686813186813187,0.35968379446640314,0,No Failure,0.2826086956521703,0.2716049382716026,0.10195218053192444,0.011003757380567691,1.0405138339920905,0
1634,H,0.13853317811408616,0.7513736263736264,0.3675889328063241,0,No Failure,0.2826086956521703,0.2716049382716026,0.10409017641264441,0.011003757380567691,1.0405138339920905,0
1635,L,0.12514551804423757,0.7239010989010989,0.38735177865612647,0,No Failure,0.27173913043478315,0.2592592592592613,0.09059297803477087,0.01247987117552185,1.0481366459627268,0
1636,L,0.19615832363213048,0.46016483516483514,0.3952569169960474,0,No Failure,0.2826086956521703,0.2592592592592613,0.09026516266038971,0.023349436392908984,1.0900621118012197,0
1637,L,0.28928987194412115,0.41346153846153844,0.40316205533596833,0,No Failure,0.2826086956521703,0.2592592592592613,0.11961023551535778,0.023349436392908984,1.0900621118012197,0
1638,L,0.13329452852153667,0.5659340659340659,0.4110671936758893,0,No Failure,0.2826086956521703,0.2592592592592613,0.07543591449295757,0.023349436392908984,1.0900621118012197,0
1639,M,0.1641443538998837,0.5453296703296703,0.41897233201581024,0,No Failure,0.2826086956521703,0.2592592592592613,0.0895127863987003,0.023349436392908984,1.0900621118012197,0
1640,L,0.23224679860302677,0.44780219780219777,0.43083003952569165,0,No Failure,0.2934782608695654,0.2592592592592613,0.10400062684695978,0.03421900161030411,1.1319875776397434,0
1641,M,0.22526193247962756,0.45604395604395603,0.4387351778656126,0,No Failure,0.2934782608695654,0.2839506172839519,0.10272934283411586,0.009527643585613532,1.033553875236291,0
1642,H,0.2444703143189756,0.4340659340659341,0.450592885375494,0,No Failure,0.2934782608695654,0.2592592592592613,0.10611623533625864,0.03421900161030411,1.1319875776397434,0
1643,L,0.1658905704307334,0.4656593406593407,0.4703557312252964,0,No Failure,0.2934782608695654,0.2592592592592613,0.07724849364837724,0.03421900161030411,1.1319875776397434,0
1644,L,0.26426076833527357,0.40521978021978017,0.47826086956521735,0,No Failure,0.2934782608695654,0.2592592592592613,0.10708369046552979,0.03421900161030411,1.1319875776397434,0
1645,L,0.21536670547147851,0.4766483516483517,0.4861660079051383,0,No Failure,0.2826086956521703,0.2592592592592613,0.10265418516291627,0.023349436392908984,1.0900621118012197,0
1646,M,0.20896391152502913,0.5357142857142856,0.49407114624505927,0,No Failure,0.2826086956521703,0.2469135802469138,0.11194495260269416,0.035695115405256495,1.1445652173912886,0
1647,L,0.3451688009313155,0.3447802197802198,0.5059288537549407,0,No Failure,0.27173913043478315,0.2592592592592613,0.11900737504637389,0.01247987117552185,1.0481366459627268,0
1648,L,0.11932479627473813,0.6373626373626373,0.5138339920948616,0,No Failure,0.2826086956521703,0.2592592592592613,0.07605316685642649,0.023349436392908984,1.0900621118012197,0
1649,H,0.18277066356228178,0.467032967032967,0.5217391304347826,0,No Failure,0.2934782608695654,0.2716049382716026,0.08535992529007665,0.02187332259796282,1.0805335968379548,0
1650,M,0.14493597206053555,0.6483516483516483,0.541501976284585,0,No Failure,0.2934782608695654,0.2716049382716026,0.09396947639089666,0.02187332259796282,1.0805335968379548,0
1651,L,0.1431897555296857,0.657967032967033,0.5533596837944663,0,No Failure,0.2934782608695654,0.2592592592592613,0.09421413859714212,0.03421900161030411,1.1319875776397434,0
1652,H,0.27182770663562283,0.41483516483516486,0.5612648221343873,0,No Failure,0.2826086956521703,0.2592592592592613,0.11276369148895343,0.023349436392908984,1.0900621118012197,0
1653,L,0.1268917345750874,0.7348901098901098,0.5810276679841897,0,No Failure,0.2934782608695654,0.2592592592592613,0.09325148076603262,0.03421900161030411,1.1319875776397434,0
1654,L,0.1228172293364378,0.8035714285714285,0.5889328063241106,0,No Failure,0.3152173913043459,0.2962962962963003,0.09869241643106608,0.01892109500804562,1.0638586956521532,0
1655,M,0.2380675203725262,0.4409340659340659,0.5968379446640316,0,No Failure,0.3152173913043459,0.2839506172839519,0.10497207972469905,0.03126677402039402,1.1101134215500827,0
1656,L,0.21187427240977885,0.5315934065934066,0.608695652173913,0,No Failure,0.3152173913043459,0.2962962962963003,0.11263096623981375,0.01892109500804562,1.0638586956521532,0
1657,M,0.11990686845168808,0.618131868131868,0.616600790513834,0,No Failure,0.30434782608695876,0.2839506172839519,0.0741182565978841,0.020397208803006883,1.0718336483931978,0
1658,H,0.2339930151338766,0.43269230769230765,0.6284584980237153,0,No Failure,0.30434782608695876,0.2839506172839519,0.10124697770215814,0.020397208803006883,1.0718336483931978,0
1659,L,0.30791618160651923,0.37362637362637363,0.6482213438735177,0,No Failure,0.30434782608695876,0.2839506172839519,0.11504560631452367,0.020397208803006883,1.0718336483931978,0
1660,L,0.19266589057043082,0.5535714285714285,0.6561264822134387,0,No Failure,0.3152173913043459,0.2839506172839519,0.1066543322800599,0.03126677402039402,1.1101134215500827,0
1661,M,0.14144353899883588,0.5961538461538461,0.6640316205533596,0,No Failure,0.3152173913043459,0.2839506172839519,0.08432210978776754,0.03126677402039402,1.1101134215500827,0
1662,H,0.1711292200232829,0.5728021978021978,0.6758893280632411,0,No Failure,0.3152173913043459,0.2716049382716026,0.09802319333751232,0.043612453032743304,1.1605731225296472,0
1663,M,0.34400465657741564,0.34065934065934067,0.6956521739130435,0,No Failure,0.30434782608695876,0.2716049382716026,0.11718839949340533,0.03274288781535617,1.1205533596838124,0
1664,L,0.21362048894062868,0.46978021978021983,0.7075098814229248,0,No Failure,0.3152173913043459,0.2839506172839519,0.10035468024408656,0.03126677402039402,1.1101134215500827,0
1665,H,0.18800931315483127,0.4931318681318682,0.7154150197628458,0,No Failure,0.3152173913043459,0.2716049382716026,0.09271338382223136,0.043612453032743304,1.1605731225296472,0
1666,L,0.22293364377182778,0.44230769230769235,0.7351778656126482,0,No Failure,0.3152173913043459,0.2716049382716026,0.0986052655144623,0.043612453032743304,1.1605731225296472,0
1667,L,0.3498253783469151,0.32142857142857145,0.7430830039525691,0,No Failure,0.3152173913043459,0.2716049382716026,0.11244387161150843,0.043612453032743304,1.1605731225296472,0
1668,L,0.22293364377182778,0.41620879120879123,0.7509881422924901,0,No Failure,0.3152173913043459,0.2716049382716026,0.09278694239404371,0.043612453032743304,1.1605731225296472,0
1669,L,0.21885913853317818,0.3791208791208791,0.758893280632411,0,No Failure,0.3152173913043459,0.2716049382716026,0.08297406900433678,0.043612453032743304,1.1605731225296472,0
1670,L,0.20954598370197908,0.37500000000000006,0.7667984189723319,0,No Failure,0.3152173913043459,0.2592592592592613,0.07857974388824217,0.055958132045084596,1.2158385093167532,0
1671,L,0.2596041909196741,0.43956043956043955,0.7747035573122529,0,No Failure,0.30434782608695876,0.2716049382716026,0.11411173227238423,0.03274288781535617,1.1205533596838124,0
1672,L,0.1536670547147847,0.6318681318681317,0.7826086956521738,0,No Failure,0.30434782608695876,0.2592592592592613,0.097097314792309,0.04508856682769746,1.1739130434782603,0
1673,M,0.1257275902211875,0.548076923076923,0.7905138339920948,0,No Failure,0.30434782608695876,0.2592592592592613,0.06890839079430469,0.04508856682769746,1.1739130434782603,0
1674,L,0.2165308498253784,0.467032967032967,0.8023715415019762,0,No Failure,0.30434782608695876,0.2592592592592613,0.10112704524811628,0.04508856682769746,1.1739130434782603,0
1675,L,0.1391152502910361,0.5508241758241758,0.8102766798418972,0,No Failure,0.2934782608695654,0.2469135802469138,0.07662804308613388,0.04656468062265162,1.1885869565217388,0
1676,H,0.1455180442374855,0.5384615384615384,0.8181818181818181,0,No Failure,0.2826086956521703,0.2345679012345716,0.07835586997403064,0.048040794417598676,1.2048054919908122,0
1677,M,0.27881257275902216,0.3708791208791209,0.8379446640316205,0,No Failure,0.2826086956521703,0.2222222222222232,0.10340576187491207,0.060386473429947074,1.2717391304347607,0
1678,L,0.27706635622817233,0.3983516483516483,0.849802371541502,0,No Failure,0.2934782608695654,0.2222222222222232,0.11036983970627744,0.0712560386473422,1.3206521739130386,0
1679,L,0.36321303841676367,0.33104395604395603,0.8577075098814229,0,No Failure,0.2934782608695654,0.2222222222222232,0.12023948112423083,0.0712560386473422,1.3206521739130386,0
1680,M,0.25727590221187435,0.42307692307692313,0.8656126482213438,0,No Failure,0.2826086956521703,0.2098765432098748,0.10884749708963916,0.07273215244229547,1.346547314577999,0
1681,M,0.370197904540163,0.30494505494505497,0.8774703557312252,0,No Failure,0.27173913043478315,0.19753086419753263,0.11289002034054423,0.07420826623725052,1.3756793478260774,0
1682,H,0.2537834691501747,0.4436813186813187,0.8893280632411067,1,Tool Wear Failure,0.2826086956521703,0.2098765432098748,0.11259898425206927,0.07273215244229547,1.346547314577999,1
1683,M,0.13678696158323633,0.673076923076923,0.0,0,No Failure,0.2826086956521703,0.2098765432098748,0.09206814721948599,0.07273215244229547,1.346547314577999,0
1684,L,0.15715948777648436,0.559065934065934,0.011857707509881422,0,No Failure,0.27173913043478315,0.19753086419753263,0.08786251583108397,0.07420826623725052,1.3756793478260774,0
1685,L,0.38183934807916187,0.3090659340659341,0.01976284584980237,0,No Failure,0.2826086956521703,0.19753086419753263,0.11801353477721349,0.08507783145463765,1.4307065217390993,0
1686,H,0.28812572759022126,0.34203296703296704,0.02766798418972332,0,No Failure,0.2826086956521703,0.19753086419753263,0.09854849748621579,0.08507783145463765,1.4307065217390993,0
1687,L,0.19441210710128065,0.4519230769230769,0.04743083003952569,0,No Failure,0.2826086956521703,0.19753086419753263,0.08785931763230953,0.08507783145463765,1.4307065217390993,0
1688,L,0.2549476135040746,0.43543956043956045,0.05533596837944664,0,No Failure,0.2826086956521703,0.2098765432098748,0.11101427675932918,0.07273215244229547,1.346547314577999,0
1689,L,0.22875436554132722,0.4656593406593407,0.06324110671936758,0,No Failure,0.2826086956521703,0.2222222222222232,0.10652160703092024,0.060386473429947074,1.2717391304347607,0
1690,M,0.15541327124563453,0.5370879120879121,0.07114624505928853,0,No Failure,0.2826086956521703,0.2098765432098748,0.08347058936407019,0.07273215244229547,1.346547314577999,0
1691,L,0.2526193247962748,0.4739010989010988,0.08300395256916995,0,No Failure,0.2826086956521703,0.2222222222222232,0.11971657562460823,0.060386473429947074,1.2717391304347607,0
1692,M,0.34691501746216524,0.3282967032967033,0.0909090909090909,0,No Failure,0.30434782608695876,0.2345679012345716,0.1138910565569471,0.06977992485238715,1.2974828375285932,0
1693,H,0.29976717112922,0.3296703296703297,0.10276679841897232,0,No Failure,0.2934782608695654,0.2222222222222232,0.09882434213051211,0.0712560386473422,1.3206521739130386,0
1694,L,0.2619324796274739,0.4313186813186814,0.12252964426877469,0,No Failure,0.2934782608695654,0.2222222222222232,0.11297637170745442,0.0712560386473422,1.3206521739130386,0
1695,L,0.19848661233993015,0.5192307692307692,0.13043478260869565,0,No Failure,0.2934782608695654,0.2345679012345716,0.1030603564072714,0.0589103596349938,1.2511441647597064,0
1696,L,0.22235157159487784,0.4835164835164835,0.13833992094861658,0,No Failure,0.2826086956521703,0.2345679012345716,0.10751065000191895,0.048040794417598676,1.2048054919908122,0
1697,M,0.20430733410942958,0.5521978021978021,0.14624505928853754,0,No Failure,0.2826086956521703,0.2345679012345716,0.11281806086811907,0.048040794417598676,1.2048054919908122,0
1698,L,0.18218859138533183,0.46978021978021983,0.15810276679841895,0,No Failure,0.2826086956521703,0.2345679012345716,0.08558859650244985,0.048040794417598676,1.2048054919908122,0
1699,L,0.07043073341094297,0.6112637362637362,0.1660079051383399,0,No Failure,0.30434782608695876,0.2469135802469138,0.04305175325256816,0.05743424584004497,1.232608695652182,0
1700,M,0.39348079161816074,0.27472527472527475,0.17391304347826086,0,No Failure,0.2934782608695654,0.2345679012345716,0.1080991185764178,0.0589103596349938,1.2511441647597064,0
1701,L,0.18102444703143195,0.5315934065934066,0.18577075098814227,0,No Failure,0.2934782608695654,0.2469135802469138,0.09623140247412659,0.04656468062265162,1.1885869565217388,0
1702,L,0.1525029103608848,0.5975274725274724,0.19367588932806323,0,No Failure,0.2934782608695654,0.2469135802469138,0.09112467858102319,0.04656468062265162,1.1885869565217388,0
1703,M,0.2724097788125728,0.4519230769230769,0.20158102766798416,0,No Failure,0.30434782608695876,0.2592592592592613,0.1231082654249127,0.04508856682769746,1.1739130434782603,0
1704,M,0.1949941792782306,0.5618131868131868,0.2134387351778656,0,No Failure,0.30434782608695876,0.2592592592592613,0.10955030127032461,0.04508856682769746,1.1739130434782603,0
1705,M,0.25611175785797446,0.39560439560439564,0.225296442687747,0,No Failure,0.30434782608695876,0.2592592592592613,0.10131893717458332,0.04508856682769746,1.1739130434782603,0
1706,L,0.20547147846332947,0.5370879120879121,0.23715415019762845,0,No Failure,0.3152173913043459,0.2592592592592613,0.11035624736148601,0.055958132045084596,1.2158385093167532,0
1707,L,0.1577415599534343,0.5192307692307692,0.24505928853754938,0,No Failure,0.3152173913043459,0.2592592592592613,0.08190427151428319,0.055958132045084596,1.2158385093167532,0
1708,L,0.2671711292200233,0.38049450549450553,0.25296442687747034,0,No Failure,0.3152173913043459,0.2592592592592613,0.1016571466949814,0.055958132045084596,1.2158385093167532,0
1709,L,0.3381839348079162,0.30631868131868134,0.2608695652173913,0,No Failure,0.3152173913043459,0.2592592592592613,0.10359205695352379,0.055958132045084596,1.2158385093167532,0
1710,L,0.21071012805587896,0.4409340659340659,0.26877470355731226,0,No Failure,0.3152173913043459,0.2592592592592613,0.0929092734971664,0.055958132045084596,1.2158385093167532,0
1711,L,0.10884749708963914,0.6524725274725274,0.27667984189723316,0,No Failure,0.3152173913043459,0.2592592592592613,0.07102000153513542,0.055958132045084596,1.2158385093167532,0
1712,L,0.22293364377182778,0.41208791208791207,0.2845849802371541,0,No Failure,0.32608695652174013,0.2716049382716026,0.09186825979608287,0.05448201825013754,1.2005928853755081,0
1713,L,0.2019790454016298,0.5892857142857143,0.2924901185770751,0,No Failure,0.3152173913043459,0.2592592592592613,0.11902336604024615,0.055958132045084596,1.2158385093167532,0
1714,L,0.1280558789289873,0.6153846153846153,0.30039525691699603,0,No Failure,0.3152173913043459,0.2592592592592613,0.07880361780245371,0.055958132045084596,1.2158385093167532,0
1715,L,0.24272409778812576,0.42307692307692313,0.308300395256917,0,No Failure,0.3152173913043459,0.2592592592592613,0.10269096444882245,0.055958132045084596,1.2158385093167532,0
1716,L,0.20663562281722936,0.4656593406593407,0.3162055335968379,0,No Failure,0.30434782608695876,0.2469135802469138,0.09622180787780324,0.05743424584004497,1.232608695652182,0
1717,L,0.11699650756693836,0.6964285714285714,0.32411067193675885,0,No Failure,0.3152173913043459,0.2345679012345716,0.08147971062697493,0.08064949006977429,1.3438215102974533,0
1718,M,0.29860302677532014,0.37362637362637363,0.3320158102766798,0,No Failure,0.3152173913043459,0.2469135802469138,0.11156596604792181,0.0683038110574321,1.2766304347825999,0
1719,L,0.1949941792782306,0.4739010989010988,0.3438735177865612,0,No Failure,0.3152173913043459,0.2469135802469138,0.09240795583927135,0.0683038110574321,1.2766304347825999,0
1720,L,0.16938300349243307,0.559065934065934,0.3517786561264822,0,No Failure,0.3152173913043459,0.2469135802469138,0.09469626706239045,0.0683038110574321,1.2766304347825999,0
1721,L,0.30267753201396974,0.39285714285714285,0.35968379446640314,0,No Failure,0.3152173913043459,0.2469135802469138,0.11890903043405954,0.0683038110574321,1.2766304347825999,0
1722,M,0.45634458672875444,0.24450549450549453,0.3675889328063241,0,No Failure,0.3152173913043459,0.2469135802469138,0.11157875884301964,0.0683038110574321,1.2766304347825999,0
1723,L,0.5011641443539,0.22115384615384615,0.3794466403162055,0,No Failure,0.3152173913043459,0.2592592592592613,0.11083437807826634,0.055958132045084596,1.2158385093167532,0
1724,M,0.16821885913853318,0.6689560439560439,0.38735177865612647,0,No Failure,0.32608695652174013,0.2592592592592613,0.11253102252811216,0.06682769726247884,1.2577639751552734,0
1725,M,0.13038416763678706,0.6401098901098901,0.3992094861660079,0,No Failure,0.32608695652174013,0.2592592592592613,0.08346019521805326,0.06682769726247884,1.2577639751552734,0
1726,L,0.42956926658905703,0.2513736263736264,0.4110671936758893,0,No Failure,0.32608695652174013,0.2592592592592613,0.10798238432115034,0.06682769726247884,1.2577639751552734,0
1727,M,0.2526193247962748,0.4065934065934066,0.41897233201581024,0,No Failure,0.32608695652174013,0.2469135802469138,0.1027133518402436,0.07917337627482635,1.3206521739130463,0
1728,L,0.17287543655413273,0.6263736263736263,0.43083003952569165,0,No Failure,0.32608695652174013,0.2469135802469138,0.10828461410533587,0.07917337627482635,1.3206521739130463,0
1729,M,0.1577415599534343,0.5494505494505494,0.4387351778656126,0,No Failure,0.32608695652174013,0.2469135802469138,0.08667118678760126,0.07917337627482635,1.3206521739130463,0
1730,M,0.09429569266589066,0.7087912087912087,0.450592885375494,0,No Failure,0.32608695652174013,0.2592592592592613,0.06683595798846095,0.06682769726247884,1.2577639751552734,0
1731,M,0.1845168800931316,0.5247252747252746,0.4624505928853755,0,No Failure,0.32608695652174013,0.2716049382716026,0.09682067059831904,0.05448201825013754,1.2005928853755081,0
1732,H,0.30966239813736907,0.33516483516483514,0.4743083003952569,0,No Failure,0.33695652173912727,0.2716049382716026,0.10378794662845886,0.06535158346752468,1.2406126482213429,0
1733,L,0.2019790454016298,0.5357142857142856,0.49407114624505927,0,No Failure,0.33695652173912727,0.2839506172839519,0.10820306003658738,0.05300590445517539,1.1866729678638777,0
1734,M,0.1938300349243307,0.48626373626373637,0.5019762845849802,0,No Failure,0.3478260869565215,0.2962962962963003,0.09425251698243556,0.05152979066022123,1.1739130434782443,0
1735,L,0.12339930151338774,0.6016483516483516,0.5138339920948616,0,No Failure,0.33695652173912727,0.2839506172839519,0.07424298635008768,0.05300590445517539,1.1866729678638777,0
1736,L,0.21885913853317818,0.4409340659340659,0.5217391304347826,0,No Failure,0.33695652173912727,0.2716049382716026,0.09650244982026125,0.06535158346752468,1.2406126482213429,0
1737,L,0.33469150174621654,0.3228021978021978,0.5296442687747035,0,No Failure,0.33695652173912727,0.2716049382716026,0.10803915234939683,0.06535158346752468,1.2406126482213429,0
1738,H,0.45401629802095467,0.24175824175824173,0.5375494071146245,0,No Failure,0.33695652173912727,0.2716049382716026,0.10976218193913188,0.06535158346752468,1.2406126482213429,0
1739,H,0.05355064027939471,0.6923076923076923,0.5573122529644269,0,No Failure,0.3478260869565215,0.2716049382716026,0.037073520193427106,0.07622114868491892,1.2806324110672038,0
1740,M,0.27473806752037255,0.4024725274725275,0.5770750988142292,0,No Failure,0.3478260869565215,0.2716049382716026,0.11057452442784226,0.07622114868491892,1.2806324110672038,0
1741,M,0.1135040745052387,0.6236263736263736,0.5889328063241106,0,No Failure,0.3478260869565215,0.2839506172839519,0.07078413437551974,0.06387546967256963,1.2249527410207877,0
1742,L,0.1228172293364378,0.6291208791208791,0.6007905138339921,0,No Failure,0.3478260869565215,0.2839506172839519,0.07726688329133037,0.06387546967256963,1.2249527410207877,0
1743,M,0.31722933643771833,0.30219780219780223,0.608695652173913,0,No Failure,0.3478260869565215,0.2839506172839519,0.09586600826414567,0.06387546967256963,1.2249527410207877,0
1744,M,0.17054714784633296,0.6607142857142857,0.6205533596837944,0,No Failure,0.3478260869565215,0.2839506172839519,0.11268293696989856,0.06387546967256963,1.2249527410207877,0
1745,L,0.26542491268917345,0.35714285714285715,0.6324110671936758,0,No Failure,0.3478260869565215,0.2839506172839519,0.0947946116747048,0.06387546967256963,1.2249527410207877,0
1746,L,0.2083818393480792,0.5123626373626373,0.6403162055335968,0,No Failure,0.33695652173912727,0.2839506172839519,0.10676706878685925,0.05300590445517539,1.1866729678638777,0
1747,L,0.7060535506402795,0.14285714285714285,0.6482213438735177,0,No Failure,0.33695652173912727,0.2716049382716026,0.10086479294861135,0.06535158346752468,1.2406126482213429,0
1748,H,0.26658905704307334,0.37500000000000006,0.6561264822134387,0,Random Failures,0.33695652173912727,0.2469135802469138,0.09997089639115252,0.09004294149221348,1.3646739130434642,1
1749,L,0.23748544819557627,0.41208791208791207,0.6758893280632411,0,No Failure,0.32608695652174013,0.2469135802469138,0.09786488249817703,0.07917337627482635,1.3206521739130463,0
1750,M,0.26135040745052396,0.3818681318681319,0.683794466403162,0,No Failure,0.33695652173912727,0.2592592592592613,0.09980139185610669,0.07769726247986597,1.2996894409937665,0
1751,L,0.450523864959255,0.23076923076923078,0.6956521739130435,0,No Failure,0.32608695652174013,0.2345679012345716,0.10396704575982808,0.09151905528716853,1.390160183066344,0
1752,L,0.18859138533178121,0.4587912087912089,0.7035573122529644,0,No Failure,0.3152173913043459,0.2345679012345716,0.08652406964397656,0.08064949006977429,1.3438215102974533,0
1753,L,0.17578579743888245,0.6524725274725274,0.7114624505928854,0,No Failure,0.3152173913043459,0.2222222222222232,0.11469540354872136,0.09299516908212269,1.4184782608695503,0
1754,M,0.17171129220023285,0.5865384615384615,0.7193675889328063,0,No Failure,0.2934782608695654,0.2098765432098748,0.1007152771559058,0.0836017176596906,1.398337595907941,0
1755,L,0.14901047729918515,0.5865384615384615,0.7312252964426877,0,No Failure,0.2934782608695654,0.19753086419753263,0.08740037610817589,0.09594739667203278,1.4857336956521616,0
1756,M,0.1135040745052387,0.7733516483516483,0.7391304347826086,0,No Failure,0.30434782608695876,0.2098765432098748,0.08777856311325465,0.09447128287708395,1.4501278772378743,0
1757,M,0.09720605355064038,0.7197802197802198,0.7509881422924901,0,No Failure,0.30434782608695876,0.2098765432098748,0.06996699458864775,0.09447128287708395,1.4501278772378743,0
1758,L,0.25611175785797446,0.41346153846153844,0.7628458498023715,0,No Failure,0.30434782608695876,0.2098765432098748,0.10589236142204712,0.09447128287708395,1.4501278772378743,0
1759,H,0.2549476135040746,0.4313186813186814,0.7707509881422925,0,No Failure,0.2934782608695654,0.2098765432098748,0.10996366846192229,0.0836017176596906,1.398337595907941,0
1760,L,0.30034924330616997,0.4024725274725275,0.7905138339920948,0,No Failure,0.30434782608695876,0.2222222222222232,0.12088231907789533,0.08212560386473555,1.3695652173913084,0
